university_id,name,campus,city,province,type,delivery_mode,shift,fee_per_semester,merit_min,scholarships_offered,metrics,prospectus_url,xai_explanation,website,hec_category,market_value,affordability_rank,manual_check_required
U033_MOR,National University of Computer & Emerging Sciences (FAST-NUCES),Faisal Town Campus,Lahore,Punjab,Private Non-Profit,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://nu.edu.pk/admissions,NULL - Agent fetch real-time fee for demanded dept,https://nu.edu.pk/admissions,,,,False
U033_EVE,National University of Computer & Emerging Sciences (FAST-NUCES),Faisal Town Campus,Lahore,Punjab,Private Non-Profit,On-campus,Evening,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://nu.edu.pk/admissions,NULL - Agent fetch real-time fee for demanded dept,https://nu.edu.pk/admissions,,,,False
U034A_MOR,University of Engineering and Technology (UET) Lahore,Faisalabad Sub-Campus,Faisalabad,Punjab,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://uet.edu.pk/admissions,NULL - Agent fetch real-time fee for demanded dept,https://uet.edu.pk/admissions,,,,False
U034B_MOR,University of Engineering and Technology (UET) Lahore,Gujranwala Sub-Campus,Gujranwala,Punjab,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://uet.edu.pk/admissions,NULL - Agent fetch real-time fee for demanded dept,https://uet.edu.pk/admissions,,,,False
U034C_MOR,University of Engineering and Technology (UET) Lahore,Narowal Sub-Campus,Narowal,Punjab,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://uet.edu.pk/admissions,NULL - Agent fetch real-time fee for demanded dept,https://uet.edu.pk/admissions,,,,False
U034D_MOR,University of Engineering and Technology (UET) Lahore,Sheikhupura Sub-Campus,Sheikhupura,Punjab,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://uet.edu.pk/admissions,NULL - Agent fetch real-time fee for demanded dept,https://uet.edu.pk/admissions,,,,False
U035_MOR,University of Engineering and Technology (UET) Taxila,Main Campus,Taxila,Punjab,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://uettaxila.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://uettaxila.edu.pk/,,,,False
U035_EVE,University of Engineering and Technology (UET) Taxila,Main Campus,Taxila,Punjab,Public,On-campus,Evening,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://uettaxila.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://uettaxila.edu.pk/,,,,False
U036A_MOR,COMSATS University Islamabad (CUI),Wah Cantt Campus,Wah Cantt,Punjab,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://comsats.edu.pk/admissions,NULL - Agent fetch real-time fee for demanded dept,https://comsats.edu.pk/admissions,,,,False
U036B_MOR,COMSATS University Islamabad (CUI),Attock Campus,Attock,Punjab,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://comsats.edu.pk/admissions,NULL - Agent fetch real-time fee for demanded dept,https://comsats.edu.pk/admissions,,,,False
U037A_MOR,Air University,Multan Campus,Multan,Punjab,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://au.edu.pk/admissions,NULL - Agent fetch real-time fee for demanded dept,https://au.edu.pk/admissions,,,,False
U037A_EVE,Air University,Multan Campus,Multan,Punjab,Public,On-campus,Evening,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://au.edu.pk/admissions,NULL - Agent fetch real-time fee for demanded dept,https://au.edu.pk/admissions,,,,False
U037B_MOR,Air University,Kamra Campus,Kamra,Punjab,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://au.edu.pk/admissions,NULL - Agent fetch real-time fee for demanded dept,https://au.edu.pk/admissions,,,,False
U038_MOR,Bahria University,Lahore Campus,Lahore,Punjab,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://bahria.edu.pk/admissions,NULL - Agent fetch real-time fee for demanded dept,https://bahria.edu.pk/admissions,,,,False
U038_EVE,Bahria University,Lahore Campus,Lahore,Punjab,Public,On-campus,Evening,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://bahria.edu.pk/admissions,NULL - Agent fetch real-time fee for demanded dept,https://bahria.edu.pk/admissions,,,,False
U039_MOR,Riphah International University,Lahore Campus,Lahore,Punjab,Private,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://riphah.edu.pk/admissions,NULL - Agent fetch real-time fee for demanded dept,https://riphah.edu.pk/admissions,,,,False
U040_MOR,Forman Christian College University (FCCU),Ferozepur Road Campus,Lahore,Punjab,Private Non-Profit,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://fccu.edu.pk/admissions,NULL - Agent fetch real-time fee for demanded dept,https://fccu.edu.pk/admissions,,,,False
U040_EVE,Forman Christian College University (FCCU),Ferozepur Road Campus,Lahore,Punjab,Private Non-Profit,On-campus,Evening,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://fccu.edu.pk/admissions,NULL - Agent fetch real-time fee for demanded dept,https://fccu.edu.pk/admissions,,,,False
U041_MOR,GC University Lahore (GCU),Katchery Road Campus,Lahore,Punjab,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://gcu.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://gcu.edu.pk/,,,,False
U042_MOR,King Edward Medical University (KEMU),Neela Gumbad Campus,Lahore,Punjab,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://kemu.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://kemu.edu.pk/,,,,False
U043_MOR,University of Central Punjab (UCP),Defence Road Campus,Lahore,Punjab,Private,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://ucp.edu.pk/admissions,NULL - Agent fetch real-time fee for demanded dept,https://ucp.edu.pk/admissions,,,,False
U043_EVE,University of Central Punjab (UCP),Defence Road Campus,Lahore,Punjab,Private,On-campus,Evening,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://ucp.edu.pk/admissions,NULL - Agent fetch real-time fee for demanded dept,https://ucp.edu.pk/admissions,,,,False
U044_MOR,Superior University,Defence Road Campus,Lahore,Punjab,Private,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://superior.edu.pk/admissions,NULL - Agent fetch real-time fee for demanded dept,https://superior.edu.pk/admissions,,,,False
U044_EVE,Superior University,Defence Road Campus,Lahore,Punjab,Private,On-campus,Evening,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://superior.edu.pk/admissions,NULL - Agent fetch real-time fee for demanded dept,https://superior.edu.pk/admissions,,,,False
U045_MOR,University of Veterinary and Animal Sciences (UVAS),Lahore Main Campus,Lahore,Punjab,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://uvas.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://uvas.edu.pk/,,,,False
U046_MOR,National College of Arts (NCA),Tollinton Market Campus,Lahore,Punjab,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://nca.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://nca.edu.pk/,,,,False
U047_MOR,University of Health Sciences (UHS),Khayaban-e-Jamia Punjab Campus,Lahore,Punjab,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://uhs.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://uhs.edu.pk/,,,,False
U048_MOR,Kinnaird College for Women University,Jail Road Campus,Lahore,Punjab,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://kinnaird.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://kinnaird.edu.pk/,,,,False
U049_MOR,University of Management and Technology (UMT),Johar Town Campus,Lahore,Punjab,Private,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://umt.edu.pk/admissions,NULL - Agent fetch real-time fee for demanded dept,https://umt.edu.pk/admissions,,,,False
U049_EVE,University of Management and Technology (UMT),Johar Town Campus,Lahore,Punjab,Private,On-campus,Evening,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://umt.edu.pk/admissions,NULL - Agent fetch real-time fee for demanded dept,https://umt.edu.pk/admissions,,,,False
U050_MOR,Preston University,Lahore Campus,Lahore,Punjab,Private,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://preston.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://preston.edu.pk/,,,,False
U051_MOR,Bahauddin Zakariya University (BZU),Multan Main Campus,Multan,Punjab,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://bzu.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://bzu.edu.pk/,,,,False
U051_EVE,Bahauddin Zakariya University (BZU),Multan Main Campus,Multan,Punjab,Public,On-campus,Evening,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://bzu.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://bzu.edu.pk/,,,,False
U052_MOR,GC University Faisalabad (GCUF),Allama Iqbal Road Campus,Faisalabad,Punjab,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://gcuf.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://gcuf.edu.pk/,,,,False
U053_MOR,University of Faisalabad (TUF),Sargodha Road Campus,Faisalabad,Punjab,Private,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://tuf.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://tuf.edu.pk/,,,,False
U054_MOR,University of Gujrat (UOG),Hafizabad Road Campus,Gujrat,Punjab,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://uog.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://uog.edu.pk/,,,,False
U054_EVE,University of Gujrat (UOG),Hafizabad Road Campus,Gujrat,Punjab,Public,On-campus,Evening,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://uog.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://uog.edu.pk/,,,,False
U055_MOR,University of Sargodha (UOS),Main Campus,Sargodha,Punjab,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://uos.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://uos.edu.pk/,,,,False
U056_MOR,University of Sahiwal,Sahiwal Campus,Sahiwal,Punjab,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://uosahiwal.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://uosahiwal.edu.pk/,,,,False
U057_MOR,University of Okara,Okara Campus,Okara,Punjab,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://uok.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://uok.edu.pk/,,,,False
U058_MOR,GIFT University,Gujranwala Campus,Gujranwala,Punjab,Private,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://gift.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://gift.edu.pk/,,,,False
U059_MOR,Fatima Jinnah Women University (FJWU),The Mall Road,Rawalpindi,Punjab,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://fjwu.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://fjwu.edu.pk/,,,,False
U060A_MOR,Foundation University,Rawalpindi Campus,Rawalpindi,Punjab,Private,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://fui.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://fui.edu.pk/,,,,False
U060B_MOR,Foundation University,Sialkot Campus,Sialkot,Punjab,Private,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://fui.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://fui.edu.pk/,,,,False
U061_MOR,PMAS Arid Agriculture University,Rawalpindi Campus,Rawalpindi,Punjab,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://uaar.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://uaar.edu.pk/,,,,False
U062_MOR,Riphah International University,Faisalabad Campus,Faisalabad,Punjab,Private,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://riphah.edu.pk/admissions,NULL - Agent fetch real-time fee for demanded dept,https://riphah.edu.pk/admissions,,,,False
U063_MOR,National University of Modern Languages (NUML),Lahore Campus,Lahore,Punjab,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://numl.edu.pk/admissions,NULL - Agent fetch real-time fee for demanded dept,https://numl.edu.pk/admissions,,,,False
U064_MOR,Institute of Business Administration (IBA),Main Campus University Road,Karachi,Sindh,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://www.iba.edu.pk/admissions,NULL - Agent fetch real-time fee for demanded dept,https://www.iba.edu.pk/admissions,,,,False
U064_EVE,Institute of Business Administration (IBA),Main Campus University Road,Karachi,Sindh,Public,On-campus,Evening,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://www.iba.edu.pk/admissions,NULL - Agent fetch real-time fee for demanded dept,https://www.iba.edu.pk/admissions,,,,False
U065_MOR,NED University of Engineering & Technology,University Road Main Campus,Karachi,Sindh,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://neduet.edu.pk/admissions,NULL - Agent fetch real-time fee for demanded dept,https://neduet.edu.pk/admissions,,,,False
